21.5
31.6
42.6
56.7
67.6
90.4
101.4
112.4
125.2
136.1
147.1
160
172.2
185
195
220
246.9
257.5
270.4
292.4
305.8
317.7
341.2
354.2
367.3
377.3
399.2
411.1
433.7
445.5
457.5
467.4
480.3
491.4
514.2
527.3
538.1
548
573
584.9
594.8
607.9
617.8
660.7
670.7
684.1
695.4
707.8
718.8
729.8
741.9
754.1
788.8
801.9
814
823.9
833.7
845.5
858.3
882.9
893
904
914.9
936.1
946.1
967.9
980
992.9
1003.9
1016.9
1038.3
1048.2
1073.5
1085.6
1098.7
1110.5
1121.4
1132.2
1145.4
1167.7
